claim_id,gold_label,verdict,generated_explanation,gold_reason,factual_consistency,verdict_alignment,completeness,vietnamese_clarity,no_hallucination,overall_score,pass_label,judge_feedback,judge_error
43,supported,SUPPORTED,Thủ tướng Phạm Minh Chính đã gặp mặt và biểu dương 91 học sinh đoạt giải quốc tế vào sáng ngày 26 tháng 12 tại Trụ sở Chính phủ.,"Claim này được đánh giá là supported vì văn bản cung cấp đầy đủ thông tin về thời gian (26/12), địa điểm (Trụ sở Chính phủ), chủ thể (Thủ tướng Phạm Minh Chính), đối tượng (91 học sinh đoạt giải quốc tế năm 2025) và mục đích (gặp mặt, biểu dương), tất cả đều được xác nhận và minh họa bởi các hình ảnh đính kèm.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các thông tin trong lý do vàng, không có mâu thuẫn và rõ ràng. Tuy nhiên, có thể bổ sung thêm thông tin về mục đích của cuộc gặp để hoàn thiện hơn.",
44,supported,SUPPORTED,"Tất cả 37 học sinh Việt Nam tham dự các kỳ thi Olympic khu vực và quốc tế ở các môn Toán, Vật lý, Hóa học, Sinh học và Tin học trong năm học 2024-2025 đều đoạt giải.","Claim này được đánh giá là SUPPORTED vì văn bản đã trực tiếp khẳng định rằng trong năm học 2024-2025, 37/37 học sinh Việt Nam tham gia các kỳ thi Olympic khu vực và quốc tế ở các môn Toán, Vật lý, Hóa học, Sinh học và Tin học đều đoạt giải, đồng thời cung cấp chi tiết số lượng huy chương đạt được.",5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với thông tin trong lý do vàng, hỗ trợ cho phán quyết của mô hình. Nội dung rõ ràng, tự nhiên và không có thông tin không xác thực.",
45,refuted,REFUTED,"Đề án phát hiện và bồi dưỡng nhân tài trẻ Việt Nam dự kiến sẽ được trình Thủ tướng Chính phủ vào quý I/2026, không phải quý IV/2026 như yêu cầu.","Claim này bị đánh giá là refuted vì văn bản gốc chỉ rõ Đề án phải được trình Thủ tướng Chính phủ trong quý I/2026, hoàn toàn trái ngược với thông tin 'quý IV/2026' trong claim.",5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn chính xác và rõ ràng, phù hợp với lý do vàng và không có thông tin sai lệch.",
47,nei,NEI,Không có thông tin nào trong các tài liệu được cung cấp để xác nhận hay phủ nhận chi phí tài trợ 10 tỷ đồng cho học sinh đoạt giải quốc tế trong năm học 2024-2025.,"Claim này được đánh giá là nei vì văn bản và hình ảnh đều không cung cấp bất kỳ thông tin nào về tổng chi phí tài trợ hoặc tổng giá trị giải thưởng cho các học sinh, cũng như không có nguồn bên ngoài đáng tin cậy nào xác nhận con số này.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các yếu tố trong lý do vàng, không có thông tin sai lệch và rõ ràng.",
42,nei,REFUTED,"Vụ án được khởi tố vào ngày 18 tháng 3 năm 2026, không phải ngày 15 tháng 8 năm 2024, và liên quan đến tài nguyên nước ở An Giang, không phải tài nguyên khoáng sản tại Công ty Hưng Thịnh.","Claim này được đánh giá là nei vì văn bản cung cấp Công ty Hưng Thịnh một ví dụ điển hình của các vụ án được khởi tố, điều tra nhưng không đề cập đến ngày khởi tố cụ thể.",2,4,3,4,2,3.0,borderline,"Giải thích không nhất quán với thông tin trong lý do vàng, đặc biệt là về ngày khởi tố và loại tài nguyên liên quan. Mặc dù có sự rõ ràng trong ngôn ngữ, nhưng thông tin sai lệch đã ảnh hưởng đến độ chính xác tổng thể.",
48,nei,NEI,"Chương trình đào tạo nhân tài quốc gia có tồn tại, nhưng không có thông tin nào cho thấy chương trình này ưu tiên học sinh từ các trường chuyên, đặc biệt là ở khu vực miền núi phía Bắc.","Claim này được đánh giá là NOT_ENOUGH_INFO vì văn bản chỉ liệt kê một số trường chuyên tiêu biểu trên cả nước và nhấn mạnh nguyên tắc bảo đảm tiếp cận giáo dục bình đẳng cho mọi đối tượng, bao gồm cả vùng khó khăn. Tuy nhiên, không có thông tin nào cho thấy chương trình đào tạo nhân tài quốc gia sẽ ưu tiên học sinh từ các trường chuyên ở khu vực miền núi phía Bắc.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các thông tin trong lý do vàng và không mâu thuẫn với bối cảnh của tuyên bố. Nó cũng hỗ trợ phán quyết của mô hình một cách hợp lý. Tuy nhiên, có thể mở rộng thêm một chút về nguyên tắc bình đẳng trong giáo dục để hoàn thiện hơn.",
50,supported,SUPPORTED,"Choi Joon Kyoung đã thừa nhận hành vi phạm tội của mình tại cơ quan Công an tỉnh Bắc Ninh, theo thông tin được cung cấp.","Claim này được đánh giá là supported vì văn bản trực tiếp khẳng định việc Choi Joon Kyoung thừa nhận hành vi phạm tội tại Công an tỉnh Bắc Ninh, và hình ảnh có thể liên quan đến quá trình làm việc này.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các thông tin trong lý do vàng, rõ ràng và không có thông tin không chính xác. Tuy nhiên, có thể bổ sung thêm một số chi tiết về hình ảnh liên quan để hoàn thiện hơn.",
52,refuted,REFUTED,"Công an tỉnh Bắc Ninh đã bàn giao Choi Joon Kyoung cho Cảnh sát Hàn Quốc, không phải Cảnh sát Trung Quốc, vào tối ngày 04 tháng 12.","Claim này bị đánh giá là refuted vì văn bản nêu rõ ràng rằng Công an tỉnh Bắc Ninh đã bàn giao Choi Joon Kyoung cho 'Cảnh sát Hàn Quốc', không phải 'Cảnh sát Trung Quốc'.",5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn chính xác và phù hợp với lý do vàng. Nó rõ ràng, tự nhiên và không có thông tin không hỗ trợ.",
53,nei,NEI,"Bằng chứng xác nhận Choi Joon Kyoung đã giam giữ nạn nhân, nhưng không đề cập đến thời gian giam giữ là 5 ngày hay địa điểm là nhà trọ ở Hà Nội.",Claim này được đánh giá là nei vì văn bản chỉ nói chung về hành vi giam giữ nạn nhân nhưng không cung cấp thông tin chi tiết về thời gian giam giữ là 5 ngày hay địa điểm cụ thể là nhà trọ ở Hà Nội,5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các yếu tố trong lý do vàng, nêu rõ rằng không có thông tin chi tiết về thời gian và địa điểm giam giữ. Nội dung rõ ràng và không có thông tin không xác thực.",
46,refuted,REFUTED,"Việt Nam đã giành được 4 Huy chương Vàng tại kỳ thi Olympic Hóa học quốc tế năm học 2024-2025, không phải chỉ Huy chương Đồng như tuyên bố.","Claim này bị đánh giá là refuted vì văn bản ghi rõ ràng rằng tất cả 4/4 học sinh Việt Nam tham dự Olympic Hóa học quốc tế năm học 2024-2025 đều đoạt Huy chương Vàng, không phải Huy chương Đồng như claim đã nêu.",5,5,4,5,5,4.8,pass,"Giải thích chính xác và rõ ràng, phù hợp với lý do vàng. Nó nêu rõ rằng Việt Nam đã giành được Huy chương Vàng, không phải Huy chương Đồng, và không có thông tin không hỗ trợ nào được thêm vào.",
49,supported,SUPPORTED,"Choi Joon Kyoung là đối tượng bị truy nã đỏ của Interpol và đã bị Công an tỉnh Bắc Ninh bắt giữ tại phường Kinh Bắc, tỉnh Bắc Ninh.",Claim này được đánh giá là supported vì văn bản trực tiếp xác nhận Choi Joon Kyoung là đối tượng truy nã đỏ của Interpol và đã bị Công an tỉnh Bắc Ninh bắt giữ tại địa điểm cụ thể. Các hình ảnh cũng minh họa Choi Joon Kyoung đang ở trong sự kiểm soát của cơ quan chức năng Việt Nam.,5,5,4,5,5,4.8,pass,"Giải thích hoàn toàn nhất quán với các thông tin trong lý do vàng và không mâu thuẫn với bối cảnh của tuyên bố. Nó hỗ trợ phán quyết của mô hình một cách hợp lý và rõ ràng. Tuy nhiên, có thể bổ sung thêm một số chi tiết về hình ảnh minh họa để tăng tính đầy đủ.",
55,supported,SUPPORTED,"Nguyễn Huy Vũ, Giám đốc Công ty TNHH Đầu tư nông nghiệp Á Châu, đã bị khởi tố và bắt tạm giam để điều tra về hành vi sản xuất, buôn bán hàng giả là giống cây trồng.","Claim này được đánh giá là supported vì văn bản trực tiếp xác nhận việc khởi tố Nguyễn Huy Vũ với vai trò và hành vi phạm tội cụ thể, cùng với hình ảnh minh họa cho bối cảnh làm việc của cơ quan công an.",5,5,4,5,5,4.8,pass,"Giải thích cung cấp thông tin chính xác về việc khởi tố Nguyễn Huy Vũ và hành vi phạm tội của ông. Nó hỗ trợ cho phán quyết của mô hình một cách hợp lý và rõ ràng. Tuy nhiên, có thể bổ sung thêm thông tin về bối cảnh làm việc của cơ quan công an để hoàn thiện hơn.",
57,refuted,REFUTED,"Công ty TNHH Đầu tư nông nghiệp Á Châu chưa được cấp phép sản xuất lúa giống bởi các cơ quan chức năng, mâu thuẫn trực tiếp với thông tin trong yêu cầu.","Claim này bị đánh giá là refuted vì văn bản trực tiếp mâu thuẫn với nội dung claim, nêu rõ Công ty của Vũ không hề được cấp giấy phép sản xuất lúa giống.",5,5,4,5,5,4.8,pass,Giải thích hoàn toàn nhất quán với lý do vàng và hỗ trợ cho phán quyết của mô hình. Nội dung rõ ràng và không có thông tin không chính xác.,
51,refuted,REFUTED,"Choi Joon Kyoung và đồng bọn đã lừa các nạn nhân người Hàn Quốc đến Việt Nam để rửa tiền liên quan đến lừa đảo ở Campuchia, không phải lừa nạn nhân người Trung Quốc như tuyên bố.","Claim này bị đánh giá là refuted vì văn bản rõ ràng chỉ ra rằng các nạn nhân bị Choi Joon Kyoung và đồng bọn lừa đến Việt Nam là 'người Hàn Quốc', hoàn toàn trái ngược với thông tin 'người Trung Quốc' trong claim.",5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với lý do vàng, hỗ trợ cho phán quyết của mô hình và rõ ràng, dễ hiểu.",
60,nei,NEI,"Công ty TNHH Đầu tư nông nghiệp Á Châu có liên quan đến việc bán lúa giống giả vào năm 2025. Tuy nhiên, không có thông tin nào trong bằng chứng xác nhận tổng số tiền thu lợi bất chính là 10 tỷ đồng.","Claim này được đánh giá là nei vì văn bản không cung cấp tổng số tiền thu lợi bất chính của công ty trong năm 2025, chỉ có thông tin về số lượng bán ra và giá bán theo từng loại, cũng như giá trị tang vật bị thu giữ. Hình ảnh cũng không chứa dữ liệu tài chính.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các yếu tố trong lý do vàng, không có thông tin sai lệch và rõ ràng. Tuy nhiên, có thể mở rộng thêm về lý do tại sao không có thông tin tài chính cụ thể.",
62,supported,SUPPORTED,"Trịnh Huệ có thể đăng ký thường trú cho con tại xã Bình Mỹ, Củ Chi, TP Hồ Chí Minh dù không có sổ hồng, nếu có các giấy tờ chứng minh chỗ ở hợp pháp khác theo quy định.",Claim này được đánh giá là supported vì văn bản pháp lý đã giải thích rằng không chỉ sổ hồng mà còn nhiều loại giấy tờ khác có thể chứng minh chỗ ở hợp pháp để đăng ký thường trú.,5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với lý do vàng, hỗ trợ cho phán quyết của mô hình và rõ ràng, dễ hiểu.",
54,nei,NEI,"Công an tỉnh Bắc Ninh đã theo dõi và bắt giữ Choi Joon Kyoung, nhưng thông tin về số lượng 50 cán bộ chiến sĩ được sử dụng không có trong bằng chứng.","Claim này được đánh giá là nei vì văn bản chỉ liệt kê các đơn vị tham gia vào quá trình theo dõi và bắt giữ nhưng không cung cấp con số cụ thể về số lượng cán bộ chiến sĩ, và hình ảnh cũng không cho phép xác định được thông tin này.",4,5,4,5,5,4.6,pass,"Giải thích phù hợp với các yếu tố trong lý do vàng, không có mâu thuẫn và rõ ràng.",
61,supported,SUPPORTED,"Gia đình chồng của Trịnh Huệ đã bán nhà ở quận 12, TP Hồ Chí Minh và chuyển đến sinh sống tại xã Bình Mỹ, huyện Củ Chi, TP Hồ Chí Minh.",Claim này được đánh giá là supported vì thông tin trong văn bản mô tả rõ ràng việc gia đình chồng Trịnh Huệ đã thay đổi địa điểm cư trú.,5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với thông tin trong lý do vàng, hỗ trợ cho phán quyết của mô hình. Nội dung rõ ràng, tự nhiên và không có thông tin không được hỗ trợ.",
56,supported,SUPPORTED,"Thông tin cho biết công ty của Nguyễn Huy Vũ đã sản xuất và bán hơn 200 tấn lúa giống giả ST24, ST25 vào năm 2025, xác nhận tất cả các chi tiết của yêu cầu.","Claim này được đánh giá là supported vì văn bản cung cấp con số cụ thể về khối lượng và thời gian sản xuất, bán ra thị trường, được củng cố bởi hình ảnh kho hàng cho thấy quy mô hoạt động lớn.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các chi tiết trong lý do vàng và không có mâu thuẫn nào. Nó cũng rõ ràng và dễ hiểu, mặc dù có thể mở rộng thêm một chút về lý do hỗ trợ.",
